playerName,playerId,teamAbbr,salarySuperCoach,positionSuperCoach,valuePosition,ownershipSuperCoach,pricedAt,age,playerIdVoid,gms,subCount,kicks,handballs,marks,tackles,hitouts,ruckContestPercentage,goals,centreBounceAttendancePercentage,kickins,playOnPercentage,timeOnGroundPercentage,FP,consistency,FPadj,FPfirst,FPsecond,FPreg,FPfin,maxFP,minFP,pointsPerMinute,gm100,gm120,gmSub90,cbaPre,kiPre,poPre,togPre,fpPre,ppmPre,changeOwn,dollarsPerPoint,rankSalary,rankReg,rankAdj,rankFirst,rankSecond
Nick Watson,CD_I1023473,HAW,352900,FWD,FWD,1.9,65.5,19,CD_I1023473,18,1,6.6,4.3,3.1,2.5,0,0,1.4,1,0,,74,67.3,0.328,69.7,49.3,75.2,65.5,81.5,98,26,0.73,0,0,16,0,0,,81,53,0.53,-0.1,5388,60,61,51,141,30
James Peatling,CD_I1006013,ADE,352800,MID,MID,21.8,65.5,24,CD_I1006013,19,7,8.4,5.4,1.7,5.1,0,0,0.4,42,0,,59,67.3,0.573,89.4,56.9,71.5,65.5,82.5,133,11,0.9,4,1,11,25,0,,29,35,0.98,-0.1,5386,115,118,52,135,99
Mitch Georgiades,CD_I1010174,PTA,378100,FWD,FWD,0.3,70.1,23,CD_I1010174,20,,7.1,3.8,5.4,1.7,0,0,2.2,0,0,,81,69.6,0.338,69.6,61.3,80.1,70.2,66,116,13,0.69,2,0,16,,,,,,,0,5386,44,44,52,80,23
Tom McDonald,CD_I291533,MEL,428400,DEF,DEF,0.1,79.5,32,CD_I291533,22,,10.5,3.9,6,1.7,0,0,0.1,0,13,54,97,79.5,0.264,79.5,76.6,82.4,79.5,,117,37,0.66,4,0,15,,,,,,,0,5389,50,50,53,64,44
Darcy Parish,CD_I993817,ESS,481400,MID,MID,1.4,89.3,27,CD_I993817,12,,12.2,12.4,4.6,4.3,0,0,0.2,66,0,,76,89.3,0.294,89.3,90.4,87.8,89.3,,148,59,0.96,4,2,8,64,0,,75,123,1.37,0,5391,49,49,53,50,52
Jarrod Berry,CD_I998133,BRL,449300,MID,MID,0.2,83.4,27,CD_I998133,27,,11.2,8.8,6.2,3.6,0,0,0.2,20,2,50,73,86.5,0.281,89.3,90,77.3,83.4,104.3,125,13,0.93,6,1,11,0,1,100,62,73,1.03,0,5387,62,61,53,51,84
Zac Taylor,CD_I1017065,ADE,235300,FWD/MID,FWD,0.9,43.7,22,CD_I1017065,9,4,4.9,5,1.4,3.1,0,0,0.4,25,0,,49,43.7,0.746,69.2,,43.7,43.7,,103,4,0.69,1,0,8,,,,,,,0,5384,167,170,53,,159
Charlie Comben,CD_I1015781,NTH,410400,DEF,DEF,0.2,76.1,23,CD_I1015781,19,,8.8,4.6,6.4,1.5,0.1,0,0.2,0,2,50,89,76.2,0.392,79.4,79.6,73.6,76.2,,129,18,0.68,5,1,13,,,,,,,0,5386,64,65,54,49,71
Cameron Zurhaar,CD_I998484,NTH,371800,FWD,FWD,0.3,69,26,CD_I998484,22,,8.5,5.6,4,2.8,0,0,1.3,3,0,,85,69,0.26,69,63.4,73.7,69,,107,42,0.64,2,0,18,0,0,,82,65,0.66,0,5388,47,49,54,69,35
Jason Johannisen,CD_I294101,WBD,426900,DEF,DEF,0.1,79.2,32,CD_I294101,9,,15.8,5.9,6.7,1.2,0,0,0,0,20,90,79,79.2,0.347,79.2,79.2,,79.2,,115,41,0.8,3,0,4,0,2,100,76,43,0.46,0,5390,51,51,55,51,
Will Ashcroft,CD_I1023517,BRL,441200,MID,MID,25.4,81.9,20,CD_I1023517,13,,12.8,10.1,5.2,2.5,0,0,0.2,33,0,,77,88.5,0.288,88.5,,81.9,81.9,103.3,129,54,0.9,4,2,7,,,,,,,-0.2,5387,71,70,55,,72
Callum Ah Chee,CD_I298437,BRL,347300,FWD,FWD,0.5,64.4,27,CD_I298437,26,,8.8,4.6,4.7,1.5,0,0,1,0,1,0,77,66.9,0.349,68.7,62.5,66.1,64.5,80.5,109,22,0.69,4,0,22,0,0,,35,26,0.65,0,5384,64,65,55,76,62
Sam Collins,CD_I295446,GCS,425900,DEF,DEF,0.1,79,30,CD_I295446,23,,7.1,5.3,5.3,1.6,0,0,0,0,3,33,96,79,0.245,79,77.8,80.4,79,,126,40,0.66,4,1,17,0,0,,96,70,0.59,0,5391,52,52,56,60,54
Jack Viney,CD_I291902,MEL,474200,MID,MID,0.3,88,30,CD_I291902,23,,11.2,9.8,2.6,6.2,0,0,0.4,69,0,,78,88,0.321,88,96.3,79,88,,138,34,0.91,8,3,11,71,0,,77,114,1.21,0,5389,50,50,56,39,80
Joe Richards,CD_I1008239,PTA,308900,FWD,FWD,0.3,57.3,25,CD_I1008239,9,2,6.6,4.9,2.2,2.8,0,0,0.7,0,0,,66,57.3,0.549,68.6,89,41.5,57.3,,107,0,0.67,2,0,7,,,,,,,0,5391,105,106,56,8,166
Aliir Aliir,CD_I294469,PTA,405800,DEF,DEF,0.4,75.3,30,CD_I294469,25,,10.8,3.4,6.4,1.4,0,0,0,0,1,0,95,76.5,0.284,78.6,68.4,82.3,75.3,85,124,25,0.65,4,1,18,0,0,,92,70,0.65,0,5389,66,67,57,89,45
Jack Crisp,CD_I293871,COL,469700,MID,MID,0.3,87.1,31,CD_I293871,23,1,10.4,9.9,2.8,5.4,0,0,0.6,56,0,,77,87.2,0.261,87.7,89.5,84.6,87.2,,134,50,0.89,9,2,13,61,0,,73,89,1.05,0,5386,53,53,57,52,64
Darcy Jones,CD_I1020650,GWS,351100,FWD,FWD,0.2,65.1,20,CD_I1020650,14,,6.8,6,1.7,3.2,0,0,0.9,0,0,,73,64.1,0.435,68.5,47.8,73.9,65.2,58,97,8,0.7,0,0,12,,,,,,,0,5385,62,63,57,147,33
Archie Roberts,CD_I1023515,ESS,338400,DEF/MID,DEF,1.8,62.8,19,CD_I1023515,4,,11.8,10,5.3,3,0,0,0.3,0,1,100,82,78.5,0.27,78.5,,78.5,78.5,,103,46,0.78,1,0,2,,,,,,,0,4311,111,55,58,,57
Oliver Florent,CD_I998103,SYD,425200,DEF,DEF,0.2,78.9,26,CD_I998103,26,,12.8,7.3,5,2,0,0,0.3,1,56,64,85,78.5,0.304,78.5,84.1,74.2,78.9,75.7,140,32,0.74,7,1,18,0,4,50,65,33,0.44,-0.1,5389,53,53,58,35,69
Lachlan Sholl,CD_I1006136,ADE,458500,MID,MID,0.1,85.1,24,CD_I1006136,20,1,14.7,7,5.3,2.3,0,0,0.6,0,0,,81,85.1,0.289,87.5,83.7,86.3,85.1,,129,40,0.84,6,1,11,0,0,,84,91,0.86,0,5388,58,57,58,68,59
Riley Garcia,CD_I1006533,WBD,368400,FWD,FWD,0.1,68.3,24,CD_I1006533,11,,8.1,8.9,1.5,4,0,0,0.5,17,0,,76,68.4,0.2,68.4,69.1,67,68.4,,84,43,0.71,0,0,11,,,,,,,0,5386,51,51,58,48,56
Adam Cerra,CD_I1002239,CAR,447700,MID,MID,4.2,83.1,25,CD_I1002239,13,,10.7,8.7,2.5,3.6,0,0,0.3,49,1,100,70,82.5,0.253,87.3,93.2,73,83.1,76,128,38,0.93,2,1,9,54,0,,79,69,0.71,-0.1,5387,65,63,59,45,98
Ryley Sanders,CD_I1017939,WBD,339100,FWD/MID,FWD,23.9,62.9,20,CD_I1017939,14,2,6.4,10.1,2.4,4.6,0,0,0,28,0,,66,62.9,0.347,68.3,66.6,58,62.9,,99,15,0.76,0,0,12,17,0,,80,86,0.87,0.3,5391,77,77,59,57,102
Jacob Weitering,CD_I993832,CAR,414900,DEF,DEF,1,77,27,CD_I993832,22,,11.1,3.1,6.5,1.5,0.1,0,0,0,1,0,96,75.8,0.27,78,72.1,81.5,77,50,110,28,0.62,3,0,16,,,,,,,0,5388,62,63,60,77,49
Brayden Maynard,CD_I992010,COL,420300,DEF,DEF,0.5,78,28,CD_I992010,23,,13.1,4,5.4,2.3,0,0,0.1,0,28,89,83,78,0.293,78,89.3,65.7,78,,131,36,0.73,3,1,15,0,3,67,78,94,1.04,0,5388,56,57,60,28,99
Karl Worner,CD_I1021015,FRE,185400,DEF,DEF,0.1,34.4,22,CD_I1021015,4,2,4.5,5,2.8,1,0,0,0,0,2,100,42,43,0.654,78,63,36.3,43,,78,12,0.8,0,0,4,0,2,100,83,45,0.46,0,4312,176,176,60,111,173
Jake Soligo,CD_I1017109,ADE,447900,MID,MID,0.5,83.1,22,CD_I1017109,23,1,10.9,11.1,2.6,3.7,0,0,0.3,56,0,,74,83.1,0.308,86.8,86.9,79,83.1,,146,18,0.89,4,3,14,32,0,,48,35,0.58,0,5390,64,63,60,60,80
Will Hoskin-Elliott,CD_I291720,COL,353500,FWD,FWD,0.3,65.6,31,CD_I291720,20,,9.7,2.8,4.5,1.3,0,0,0.9,0,10,60,80,65.6,0.361,67.7,60,70.2,65.6,,116,25,0.64,2,0,18,0,1,0,90,101,0.97,0,5389,59,60,60,87,46
Jase Burgoyne,CD_I1013462,PTA,430800,MID,MID,0.4,79.9,21,CD_I1013462,23,2,11,7.2,5,3.6,0,0,0.2,0,0,,82,81.8,0.326,86.7,73.7,86.2,80,94.3,123,29,0.8,7,1,13,0,0,,63,67,0.91,0,5385,78,78,61,96,60
Darcy Fogarty,CD_I999331,ADE,363800,FWD,FWD,0.4,67.5,25,CD_I999331,23,,7.2,3.7,4.8,1.5,0,0,1.8,0,0,,86,67.5,0.405,67.5,69.6,65.3,67.5,,118,25,0.63,4,0,19,0,0,,81,41,0.4,0,5390,54,55,61,45,63
James Worpel,CD_I1002222,HAW,470400,MID,MID,0.3,87.3,26,CD_I1002222,25,,11.2,10.6,2.1,4.4,0,0,0.2,69,0,,76,86.4,0.278,86.4,86.9,87.7,87.3,76.5,150,47,0.91,6,2,13,57,0,,73,54,0.6,0,5388,52,52,62,60,53
Jack Lukosius,CD_I1004095,PTA,363100,FWD,FWD,0.7,67.4,24,CD_I1004095,21,,9.5,3.1,4.9,1.2,1.1,4,1.1,0,7,86,80,67.4,0.365,67.4,72.6,60.4,67.4,,129,32,0.67,1,1,17,0,0,,81,107,1.07,0,5387,55,56,62,37,89
Taylor Walker,CD_I280506,ADE,347200,FWD,FWD,0.2,64.4,34,CD_I280506,18,,7.9,2.7,5.6,1.4,0.9,3,1.6,0,0,,82,64.4,0.384,67.4,68.7,57.7,64.4,,102,14,0.62,1,0,15,0,0,,83,84,0.81,0,5391,65,66,62,51,105
Mark Keane,CD_I1013974,ADE,419800,DEF,DEF,0.1,77.9,24,CD_I1013974,21,,12.9,4,5.4,1,0,0,0,0,83,77,93,77.9,0.252,77.9,79,76.7,77.9,,118,43,0.67,4,0,15,,,,,,,0,5389,58,59,63,52,62
Tom Mitchell,CD_I291856,COL,395200,MID,MID,0.7,73.3,31,CD_I291856,6,,6.2,13.8,1.8,6.7,0,0,0.2,59,0,,67,81.5,0.381,86,81.5,,81.5,,121,48,0.96,2,1,3,72,0,,71,74,0.9,0,4849,96,71,63,74,
Nick Haynes,CD_I295265,CAR,376500,DEF,DEF,0.7,69.9,32,CD_I295265,8,1,12.5,4.6,6.9,1.4,0,0,0,0,2,100,74,69.9,0.48,77.7,78.6,55.3,69.9,,116,15,0.76,1,0,6,0,0,,71,88,1,0,5386,84,85,64,56,126
Rhylee West,CD_I1006127,WBD,351000,FWD,FWD,0.1,65.1,24,CD_I1006127,21,,7.1,5,2.9,3.2,0,0,1.2,3,0,,78,65.1,0.298,66.7,67.6,62.4,65.1,,106,35,0.67,1,0,19,0,0,,77,101,1.06,0,5392,63,64,64,56,76
Jack Buckley,CD_I1009708,GWS,420300,DEF,DEF,0.1,78,27,CD_I1009708,23,,8.8,5.1,5.8,2,0,0,0,0,1,0,95,77.4,0.265,77.4,80,76.2,78,71,111,42,0.65,4,0,16,0,1,0,75,66,0.71,0,5388,56,57,65,48,64
Dylan Shiel,CD_I291783,ESS,413700,MID,MID,1.1,76.8,31,CD_I291783,9,1,10.4,10.6,3.8,3.4,0,0,0.2,53,0,,62,76.8,0.442,85.8,5,85.8,76.8,,124,5,1.01,3,1,6,,,,,,,0,5387,89,91,65,178,62
James Jordon,CD_I1013409,SYD,365700,FWD/MID,FWD,0.5,67.8,24,CD_I1013409,26,,6.9,7.8,3.3,3.3,0,0,0.3,7,0,,83,66.6,0.297,66.6,75.6,60.8,67.9,56.7,114,21,0.64,1,0,25,25,0,,84,115,1.19,0,5386,53,54,65,28,86
Blake Hardwick,CD_I993794,HAW,406500,DEF,DEF,0.3,75.4,28,CD_I993794,25,,10,5,4.7,2.5,0,0,0.5,0,22,82,90,77.2,0.408,77.2,72.4,78.7,75.4,97,180,10,0.69,4,1,20,0,1,100,81,36,0.36,0,5391,65,66,66,75,56
George Wardlaw,CD_I1023477,NTH,461300,MID,MID,0.5,85.6,20,CD_I1023477,18,,11.3,7.8,3.3,4.3,0,0,0.4,66,0,,73,85.6,0.276,85.6,80.9,91.5,85.6,,123,43,0.92,6,3,12,79,0,,74,63,0.71,0,5389,57,56,66,77,47
Hayden McLean,CD_I1003203,SYD,368700,FWD,FWD,0.1,68.4,26,CD_I1003203,26,,6.9,4.1,4.5,2.3,6.9,21,1,19,0,,77,66.5,0.32,66.5,70.1,66.9,68.4,51.3,99,30,0.7,0,0,22,4,0,,79,39,0.43,0,5390,50,51,66,44,58
Darcy Moore,CD_I298288,COL,403200,DEF,DEF,0.6,74.8,29,CD_I298288,23,,7.3,5.3,4.1,1.3,0,0,0,0,51,100,92,74.8,0.237,76.4,78.3,71.1,74.8,,120,40,0.64,2,1,20,0,4,100,73,90,1.06,0,5390,67,68,67,57,77
Will Hayward,CD_I997100,SYD,362900,FWD,FWD,0.3,67.3,26,CD_I997100,26,,7.7,4.4,4.4,2.5,0,0,1.6,0,0,,81,66.1,0.411,66.1,76.3,59.2,67.3,56.7,145,17,0.66,1,1,23,0,0,,35,21,0.52,0,5392,56,57,67,25,95
Mitch McGovern,CD_I297255,CAR,411700,DEF,DEF,0.1,76.4,30,CD_I297255,18,,13.6,3,4.7,1.6,0,0,0.2,0,69,87,76,76.3,0.282,76.3,80.7,71.6,76.4,74,119,47,0.79,3,0,12,0,3,100,67,60,0.73,0,5389,63,64,68,45,76
Dion Prestia,CD_I290627,RIC,426100,MID,MID,0.1,79.1,32,CD_I290627,13,,10.3,11.7,3.2,1.9,0,0,0.2,54,0,,74,79.1,0.308,84.6,66,87.3,79.1,,106,13,0.86,2,0,7,33,0,,55,46,0.72,0,5387,81,81,68,113,54
Patrick Dangerfield,CD_I270917,GEE,454200,MID,MID,0.3,84.3,34,CD_I270917,16,,12.2,7.9,3.4,3.9,0.1,1,0.5,66,0,,71,84.4,0.207,84.6,87.5,83,84.3,85,134,60,0.94,2,1,11,44,0,,65,48,0.62,0,5388,60,59,68,57,69
Ben Ainsworth,CD_I998130,GCS,355600,FWD,FWD,0.1,66,27,CD_I998130,17,,10.2,5.4,4.9,1.1,0,0,0.9,0,0,,81,66,0.337,66,69.3,58.2,66,,106,35,0.66,2,0,13,0,0,,54,5,0.07,0,5388,57,58,68,47,101
Miles Bergman,CD_I1009191,PTA,418200,DEF/MID,DEF,0.6,77.6,23,CD_I1009191,26,,10.8,4.9,6.5,2.8,0,0,0.2,1,2,100,85,76.2,0.26,76.2,74.8,80.6,77.6,65.3,119,34,0.72,2,0,18,0,0,,74,29,0.34,0,5389,60,61,69,69,53
Cooper Sharman,CD_I1018018,STK,303500,FWD,FWD,0.1,56.3,24,CD_I1018018,18,2,6.5,3.1,3.8,1.8,0.3,1,1,1,1,0,68,56.3,0.557,65.9,38.9,73.8,56.3,,129,3,0.68,1,1,17,0,0,,77,82,0.89,0,5391,110,112,69,174,34
Josh Gibcus,CD_I1017059,RIC,153600,DEF,DEF,11.9,28.5,21,CD_I1017059,2,,3.5,1.5,1,2,0,0,0,0,0,,65,47.5,0.6,76,47.5,,47.5,,76,19,0.59,0,0,2,0,1,100,81,62,0.66,-0.4,3234,188,164,70,149,
Willie Rioli,CD_I296225,PTA,326800,FWD,FWD,0.2,60.6,29,CD_I296225,20,,7.5,2.2,2.2,3,0,0,1.7,0,0,,83,62.1,0.447,65.3,58.8,64,60.6,70,105,0,0.6,2,0,16,0,0,,80,85,0.91,0,5393,91,91,70,91,66
Darcy Wilson,CD_I1027875,STK,351900,FWD/MID,FWD,1.8,65.3,19,CD_I1027875,23,,9.2,6.2,4.3,2.1,0,0,0.7,0,0,,80,65.3,0.344,65.3,71,59.1,65.3,,126,25,0.68,1,1,20,0,0,,79,106,1.12,-0.1,5389,61,62,70,41,96
Jack Billings,CD_I296351,MEL,310500,FWD/MID,FWD,0.3,57.6,29,CD_I296351,16,3,9.5,6.1,4.6,1.8,0,0,0.3,0,0,,68,57.6,0.451,65.3,59.5,54.5,57.6,,119,11,0.67,1,0,15,0,0,,76,91,0.98,0,5391,103,104,70,89,115
Harry Perryman,CD_I998205,COL,417500,DEF,DEF,2.5,77.5,26,CD_I998205,21,,11.2,6.8,5,2.8,0,0,0.1,0,7,71,78,75.5,0.233,75.5,77,78,77.5,57,131,44,0.76,1,1,18,,,,,,,0.1,5387,61,62,71,61,58
Sam Taylor,CD_I1005247,GWS,384300,DEF,DEF,0.7,71.3,25,CD_I1005247,18,,5.8,6.3,4.7,1.9,0,0,0,0,0,,93,71.3,0.357,74.8,79,61.4,71.3,71.5,127,13,0.6,1,1,14,0,0,,53,46,0.7,0,5390,76,78,72,52,116
Clayton Oliver,CD_I996701,MEL,451600,MID,MID,50.7,83.8,27,CD_I996701,21,,10.9,12.3,2.8,4,0,0,0.1,71,0,,78,83.8,0.299,83.8,91.3,73.9,83.8,,141,32,0.88,5,2,11,,,,,,,0.1,5389,61,60,72,47,96
Mac Andrew,CD_I1017396,GCS,396900,DEF,DEF,1.7,73.6,21,CD_I1017396,20,,10,4.4,5.9,1.7,1.9,5,0.5,6,1,100,86,73.7,0.316,74.7,86.9,62.8,73.7,,119,20,0.69,4,0,14,11,0,,56,16,0.23,0,5385,69,70,73,31,110
Jacob Hopper,CD_I993903,RIC,435600,MID,MID,0.4,80.8,28,CD_I993903,12,,11,12.8,3.7,3.4,0,0,0.3,66,0,,74,80.8,0.187,82.5,81,80.8,80.8,,98,55,0.88,0,0,9,56,0,,68,27,0.34,0,5391,72,72,73,76,74
Lachie Fogarty,CD_I1002228,CAR,330100,FWD,FWD,0.1,61.2,25,CD_I1002228,15,,6.3,5.4,1.8,3,0,0,0.6,7,0,,73,61.3,0.344,64.9,65,58.8,61.3,,99,11,0.66,0,0,13,11,0,,74,84,0.92,0,5385,86,85,73,63,98
Alex Sexton,CD_I294643,GCS,402000,DEF,DEF,0.1,74.6,31,CD_I294643,15,,12.9,6.5,5.8,1.9,0,0,0.1,0,30,97,80,74.6,0.267,74.6,81.3,68.8,74.6,,118,36,0.75,2,0,13,0,6,67,87,125,1.16,0,5389,68,69,74,41,88
Luke Parker,CD_I290778,NTH,343600,FWD/MID,FWD,23.2,63.7,32,CD_I290778,10,3,8.1,6,3.2,2.3,0,0,1.4,33,0,,73,63.8,0.393,64.7,,70.9,70.9,47.3,109,23,0.7,2,0,8,,,,,,,-0.4,4846,69,38,74,,42
Finn Maginness,CD_I1009421,HAW,258600,FWD/MID,FWD,0.6,48,24,CD_I1009421,13,3,7.2,6.8,2.8,1.8,0,0,0.5,2,0,,71,53.5,0.484,64.7,52.8,35.3,48,83.5,94,11,0.6,0,0,12,0,0,,83,62,0.6,0,5388,154,157,74,118,184
Ryan Burton,CD_I992128,PTA,387500,DEF,DEF,0.2,71.9,28,CD_I992128,15,,13.8,4.1,4.4,1.5,0,0,0.2,0,59,97,82,74.5,0.239,74.5,72.6,68,71.9,91,101,41,0.72,1,0,10,0,2,100,79,98,1.06,0,5389,74,76,75,74,91
Callan Ward,CD_I280109,GWS,417000,MID,MID,0.2,77.4,34,CD_I280109,20,,9.7,8.8,4.4,2.7,0,0,0.7,16,0,,78,79.8,0.28,82.2,72.5,79.8,77.4,101.5,118,34,0.81,4,0,14,82,0,,76,77,0.82,0,5388,85,87,75,100,78
Callum Mills,CD_I993905,SYD,357200,DEF,DEF,58.9,66.3,27,CD_I993905,7,,10.4,7,5.4,2.3,0,0,0.3,9,3,67,75,74.4,0.219,74.4,,73.7,73.7,79,98,55,0.79,0,0,5,,,,,,,0,4847,98,70,76,,70
Jordan De Goey,CD_I994185,COL,441800,MID,MID,0.6,82,28,CD_I994185,13,,11.2,9.7,3.8,3.5,0,0,0.8,63,0,,81,82,0.325,82,80.9,83.8,82,,138,39,0.8,3,1,7,67,0,,69,111,1.39,0,5388,69,68,76,77,68
Jamarra Ugle-Hagan,CD_I1009301,WBD,355400,FWD,FWD,0.4,65.9,22,CD_I1009301,22,,8.5,2.9,4.4,1.5,0,0,2,0,0,,84,63.8,0.426,63.8,58,73.2,66,18,122,16,0.61,2,1,17,0,0,,83,96,0.94,0,5385,58,58,76,95,37
Josh Rachele,CD_I1017051,ADE,343900,FWD,FWD,0.8,63.8,21,CD_I1017051,22,,9.2,5,3.6,2.3,0,0,1.4,8,1,100,82,63.8,0.237,63.8,60.3,68.1,63.8,,105,39,0.62,1,0,21,11,0,,82,79,0.77,0,5390,67,68,76,85,53
Mitch Owens,CD_I1023272,STK,343900,FWD,FWD,0.3,63.8,21,CD_I1023272,23,,7,5.3,3.2,2.7,0.5,5,0.9,7,0,,84,63.8,0.284,63.8,66.4,61,63.8,,108,33,0.62,1,0,20,21,0,,81,90,0.93,0,5390,67,68,76,58,85
Jake Lever,CD_I298281,MEL,378400,DEF,DEF,0.4,70.2,28,CD_I298281,18,,8.8,4.7,5.9,1.3,0,0,0.1,0,2,50,87,70.2,0.399,74,75.2,64,70.2,,121,6,0.65,3,1,14,0,0,,99,95,0.78,0,5390,82,84,77,68,107
Tom Atkins,CD_I994386,GEE,431600,MID,MID,0.1,80.1,29,CD_I994386,22,1,8,9.1,1.5,6.5,0,0,0,54,0,,69,79.2,0.261,81.9,83.7,75.7,80.1,70.5,124,45,0.89,3,1,15,32,0,,38,51,1.12,0,5388,77,76,77,68,86
Bodhi Uwland,CD_I1017665,GCS,393100,DEF,DEF,0.3,72.9,21,CD_I1017665,21,,10,4.9,5,1.8,0,0,0,0,11,100,83,73,0.372,73,63.4,81.6,73,,157,15,0.7,2,1,18,0,0,,24,28,0.94,0,5385,71,73,78,110,48
James Aish,CD_I295067,FRE,333000,DEF,DEF,0.3,61.8,29,CD_I295067,20,4,10,7,5.2,1.5,0,0,0,1,22,82,70,61.8,0.535,73,78.8,36.4,61.8,,122,14,0.72,3,1,15,0,0,,82,56,0.58,0,5388,117,122,78,55,172
Travis Boak,CD_I250365,PTA,423500,MID,MID,0.1,78.6,36,CD_I250365,23,,10.8,7.4,5,2.9,0,0,0.2,2,0,,78,78.4,0.309,80.7,81.1,76.1,78.6,77.3,133,29,0.81,4,2,15,0,0,,80,92,0.99,0,5388,82,82,79,75,85
Jamie Elliott,CD_I293801,COL,342300,FWD,FWD,0.3,63.5,32,CD_I293801,15,,8.3,4.8,3.9,2.4,0,0,1.4,0,0,,83,63.5,0.363,63.5,64.1,62.9,63.5,,120,29,0.59,2,1,13,0,0,,57,51,0.77,0,5391,71,71,79,66,74
Ben Miller,CD_I1002403,RIC,392300,DEF,DEF,0.2,72.8,25,CD_I1002403,21,,8.5,3.8,5.7,1.6,0,0,0,0,18,72,95,72.8,0.264,72.8,75.7,70.2,72.8,,103,44,0.62,3,0,16,0,0,,23,12,0.45,0,5389,72,74,80,66,82
Harley Reid,CD_I1023492,WCE,434000,MID,MID,5.7,80.5,19,CD_I1023492,20,,8.6,10,2.3,4,0,0,0.5,70,1,100,82,80.6,0.311,80.6,85.5,74.4,80.6,,147,48,0.79,3,2,15,61,3,100,73,88,0.96,0,5385,73,73,80,63,93
Tim Membrey,CD_I294596,COL,341700,FWD,FWD,0.4,63.4,30,CD_I294596,19,,7.9,3.7,5.2,1.7,0.3,1,1.6,0,0,,81,63.4,0.464,63.4,58.7,68.7,63.4,,154,15,0.64,2,1,16,0,0,,91,72,0.66,0,5390,73,72,80,92,51
Logan McDonald,CD_I1013230,SYD,338100,FWD,FWD,0.1,62.7,22,CD_I1013230,26,,7.5,2.9,4.9,1.2,0.1,1,1.4,0,1,100,83,61.2,0.368,63.4,63.3,62.3,62.7,49,128,6,0.59,1,1,24,0,0,,76,25,0.29,0,5392,78,78,80,70,77
Darcy Byrne-Jones,CD_I991930,PTA,343400,FWD,FWD,0.2,63.7,29,CD_I991930,26,,7.5,3.7,2.5,3,0,0,1.1,0,0,,78,63.4,0.328,63.4,68.6,58.5,63.7,60.7,90,21,0.65,0,0,24,0,0,,75,77,0.88,0.1,5391,70,70,80,52,99
Finlay Macrae,CD_I1012828,COL,237700,FWD/MID,FWD,0.4,44.1,22,CD_I1012828,9,3,5.1,4.9,0.9,2.3,0,0,0.4,21,0,,53,44.1,0.637,63.4,42.8,46.7,44.1,,93,10,0.65,0,0,8,17,0,,36,29,0.69,0,5390,161,166,80,161,150
Noah Answerth,CD_I1005053,BRL,306700,DEF,DEF,0.2,56.9,25,CD_I1005053,16,2,7.6,4.6,3.4,4.1,0,0,0,0,2,100,70,61.4,0.49,72.7,62.9,39,56.9,74.8,116,0,0.69,1,0,14,,,,,,,0,5390,128,134,81,112,169
Stephen Coniglio,CD_I291969,GWS,427800,MID,MID,0.4,79.4,31,CD_I291969,15,,11.3,9.8,1.9,3.3,0,0,0.3,63,0,,74,73.1,0.426,80.4,89,64,79.4,32,113,9,0.78,3,0,8,54,0,,78,66,0.69,0,5388,80,80,81,53,120
Josh Weddle,CD_I1027935,HAW,394300,DEF,DEF,2.6,73.2,20,CD_I1027935,25,,8,6.2,4,1.8,1,4,0.4,0,4,75,86,72.6,0.333,72.6,65.8,81.3,73.2,66,115,23,0.68,3,0,18,,,,,,,0,5387,70,72,82,100,51
Finn Callaghan,CD_I1023266,GWS,441600,MID,MID,1,81.9,21,CD_I1023266,24,,9.3,13.6,2.8,3.6,0,0,0.1,43,0,,81,80.2,0.276,80.2,72.7,89.7,82,60.5,122,30,0.78,6,1,16,,,,,,,0,5385,70,68,82,99,49
Ed Langdon,CD_I298264,MEL,432300,MID,MID,0.1,80.2,29,CD_I298264,22,,11,9.4,5.4,2.4,0,0,0.4,1,0,,95,80.2,0.284,80.2,76.1,84.4,80.2,,146,39,0.68,3,2,16,0,0,,92,60,0.53,0,5390,74,74,82,90,65
Tom Powell,CD_I1011659,NTH,432000,MID,MID,1,80.1,22,CD_I1011659,23,,9.6,10.5,3.7,4.2,0,0,0.4,50,8,63,78,80.2,0.302,80.2,85.2,75.6,80.2,,129,37,0.81,5,2,14,38,0,,85,50,0.49,0,5387,75,74,82,64,87
Joel Freijah,CD_I1027704,WBD,370400,DEF,DEF,1.3,68.7,19,CD_I1027704,13,1,9.4,6.5,5.4,1.3,0,0,0.1,0,2,100,76,69.1,0.326,72.3,67.3,69.5,68.8,73,136,30,0.71,1,1,12,,,,,,,0.1,5384,87,89,83,94,86
Luke Nankervis,CD_I1021031,ADE,382600,DEF,DEF,0.2,71,21,CD_I1021031,20,1,9.6,7.5,5,1.8,0,0,0.1,0,15,93,77,71,0.251,72.2,66.9,74.4,71,,117,37,0.73,1,0,16,,,,,,,0,5389,77,79,84,97,66
Kade Chandler,CD_I1005330,MEL,340600,FWD,FWD,0.1,63.2,25,CD_I1005330,23,,7.2,5.2,3.1,4.1,0,0,0.8,0,0,,80,63.2,0.256,63.2,64.8,61.5,63.2,,90,35,0.63,0,0,22,0,0,,79,49,0.51,0,5389,74,74,84,64,80
