"","feed_id","first_name","last_name","team_ff","disposals","dreamteam","supercoach","8","9","10","kicks","handballs","marks","tackles","hitouts","frees_for","frees_against","goals","behinds","gametime","icon_1","desc_1","icon_2","desc_2","25","26","27","28","position","jersey","31","32","33","34","35","36","37","38","39","contested_possessions","clearances","clangers","disposal_effeciency","time_on_ground","metres_gained","bench_flag"
"197",990606,"Will","Snelling","ES","1","21",16,"20","15","21","2","2","1","2","0","0","0","0","0"," Full Time","tog","Spent the first three quarters on the benchv... %P and %T","wing","Rotating in midfield","486800","","278700","","Midfielder","11","0","0","0","0.12","0.07","0.06","651000","","","0","0","0","100",22,"28","0"
"198",1008975,"Kaine","Baldwin","ES","0","6",8,"0","4","6","2","0","0","0","0","0","0","0","0"," Full Time","tog","Spent the first three quarters on the bench... %O","job","Playing key defender","254200","","172900","","Forward","26","0","0","0","0.16","0.21","0.33","254000","","","0","0","0","100",22,"31","0"
"199",1013128,"Errol","Gulden","SY","54","177",188,"223","139","187","30","15","6","5","0","3","1","3","1"," Full Time","snout","First goal... Dominated all evening... %O and %M plus %T... %s as well... umps paid him %4FF","shovel","Playing midfield with forward rotations","753100","","472000","","Midfielder","21","0","0","0","3.80","3.34","3.06","735000","","","17","9","5","71",85,"887","0"
"200",290778,"Luke","Parker","SY","32","104",115,"131","85","117","11","16","4","6","0","3","2","1","0"," Full Time","hot","%D and %M with %T... %s as well... aided by %4FF","shovel","Playing inside midfield","892900","","572100","","Midfielder","26","0","0","0","0.62","0.49","0.74","871000","","","15","6","4","70",86,"167","0"
"201",1012014,"Chad","Warner","SY","9","77",88,"98","63","90","12","12","3","3","0","2","2","0","0"," Full Time","shovel","%P and %M plus %T... Rotating in midfield","","","804900","","532700","","Midfielder","1","0","0","0","5.12","7.49","8.11","785000","","","9","5","4","75",85,"383","0"
"202",1006028,"Nick","Blakey","SY","15","76",100,"98","58","78","14","4","4","2","0","0","0","1","0"," Full Time","guard","%s from %P and %M plus %T... Running out of defence","","","691700","","475300","","Forward","22","0","0","0","0.58","0.74","1.17","675000","","","3","0","0","83",60,"643","0"
"203",1004848,"Dylan","Stephens","SY","13","73",65,"93","60","78","9","8","7","2","0","1","0","0","0"," Full Time","wing","%O and %M plus %T... Running on the outside","","","599900","","367000","","Midfielder","3","0","0","0","0.27","0.16","0.30","585000","","","5","2","2","76",82,"349","0"
"204",1013230,"Logan","McDonald","SY","15","73",72,"96","60","73","9","3","10","2","0","1","0","0","1"," Full Time","spearhead","%s from %P and %M plus %T... Starting forward","","","442400","","290700","","Forward","6","0","0","0","0.19","0.22","0.19","431000","","","2","0","0","91",77,"216","0"
"205",1013133,"Braeden","Campbell","SY","14","71",84,"93","54","72","15","2","3","2","0","2","1","1","0"," Full Time","guard","%s from %D and %M with %T... Rotating at half back","","","421400","","294100","","Forward","16","0","0","0","0.16","0.34","0.39","411000","","","5","1","2","88",92,"443","0"
"206",291978,"Harry","Cunningham","SY","12","71",91,"89","57","72","8","5","4","3","0","1","0","2","0"," Full Time","wing","%O and %M plus %T... %s as well... Playing a forward role","","","476100","","309500","","Back","7","0","0","0","0.12","0.07","0.06","591000","","","5","0","0","92",77,"181","0"
"207",998103,"Oliver","Florent","SY","13","70",64,"90","56","72","10","6","6","2","0","2","0","0","0"," Full Time","guard","%D and %M with %T... Starting at half back","","","625600","","372900","","Midfielder","13","0","0","0","0.62","0.54","0.36","610000","","","4","0","2","87",91,"247","0"
"208",1012210,"Matt","Roberts","SY","9","67",47,"90","49","66","14","1","5","2","0","0","0","0","0"," Full Time","wing","%D including %K... also %M and %T... Rotating in midfield","","","191800","","123900","","","34","0","0","0","0.93","0.50","4.29","200000","","","2","1","2","46",69,"485","0"
"209",290307,"Dane","Rampe","SY","19","63",52,"85","47","69","8","7","2","6","0","1","2","0","0"," Full Time","job","%O and %M plus %T... In defence","","","485700","","330100","","Back","24","0","0","0","0.50","0.60","0.65","474000","","","2","0","3","86",87,"260","0"
"210",298539,"Isaac","Heeney","SY","10","63",81,"79","50","66","7","6","3","3","0","0","0","1","3"," Full Time","spearhead","%s from %D and %M with %T... Starting forward","","","806700","","557100","","Forward","5","0","0","0","2.06","4.06","2.93","787000","","","7","0","1","53",64,"210","1"
"211",997142,"Peter","Ladhams","SY","8","62",91,"70","54","64","8","9","0","0","13","7","0","0","0"," Full Time","heart","Copped it all evening but pushed through... %H... also %D... umps paid him %4FF","ruck","First ruck","609900","","429400","","Ruck","19","0","0","0","0.16","0.11","0.21","595000","","","12","5","1","88",56,"188","1"
"212",290188,"Sam","Reid","SY","10","60",79,"73","50","61","4","5","3","3","4","1","0","2","0"," Full Time","spearhead","%s from %D and %M with %T... Up forward","","","668700","","470900","","Forward","20","0","0","0","0.00","0.08","0.07","653000","","","6","0","0","77",61,"149","0"
"213",1011936,"Justin","McInerney","SY","8","59",79,"76","48","63","9","5","6","1","0","0","0","0","0"," Full Time","wing","%M and %P... Running on a wing","","","628300","","397000","","Back","27","0","0","0","0.23","0.17","0.26","613000","","","4","2","1","92",85,"239","0"
"214",1006126,"James","Rowbottom","SY","6","46",64,"57","37","54","9","8","0","1","0","2","1","0","0"," Full Time","shovel","%O... Starting in midfield","","","744000","","468500","","Midfielder","8","0","0","0","0.74","0.45","1.05","726000","","","11","6","3","70",73,"212","0"
"215",295342,"Jake","Lloyd","SY","3","41",47,"55","33","48","10","3","2","1","0","1","2","0","0"," Full Time","guard","%P including %K... also %M... Starting at half back","","","827400","","507300","","Back","44","0","0","0","3.65","2.84","2.33","807000","","","3","1","3","84",70,"323","1"
"216",298312,"Paddy","McCartin","SY","3","37",49,"48","31","42","6","4","3","1","0","1","1","0","0"," Full Time","job","%P and %M... Playing key defender","","","501900","","388500","","Forward","39","0","0","0","0.66","0.79","0.87","490000","","","3","1","1","90",85,"161","0"
"217",1003203,"Hayden","McLean","SY","8","33",39,"42","31","37","4","0","3","1","1","1","2","2","0"," Full Time","spearhead","%s from %P and %M... Playing a forward/ruck role","","","468700","","368200","","Forward","2","0","0","0","0.12","0.05","0.04","458000","","","2","0","3","50",64,"121","0"
"218",1021200,"Lachlan","McAndrew","SY","14","33",32,"45","23","31","0","1","0","6","10","0","1","0","0"," Full Time","tog","Low tog... %H","ruck","Rotating in ruck","191800","","123900","","Ruck","46","0","0","0","0.62","0.31","0.97","200000","","","1","1","1","100",38,"-3","0"
"219",997100,"Will","Hayward","SY","3","31",41,"43","32","48","7","5","3","1","0","2","5","0","0"," Full Time","wing","%O and %M... gave away %F... Starting at half forward","","","603700","","377100","","Forward","9","0","0","0","0.19","0.21","0.27","589000","","","6","0","5","50",85,"119","1"
"220",240399,"Lance","Franklin","SY","8","27",53,"34","31","43","6","3","1","0","0","2","5","2","1"," Full Time","spearhead","%s from %P... conceded %F... Up forward","","","645000","","427500","","Forward","23","0","0","0","0.23","0.26","0.36","630000","","","7","0","5","77",65,"142","1"
"221",1017115,"Lachlan","Rankin","SY","2","26",15,"34","19","24","3","2","1","2","0","2","0","0","0"," Full Time","tog","Didn't play in the first half... %P and %T","pocket","Playing up forward","191800","","123900","","Midfielder","41","0","0","0","0.16","0.11","0.24","200000","","","4","0","2","60",25,"98","0"
"222",1008198,"Tom","McCartin","SY","2","25",48,"34","23","33","4","3","3","1","0","0","2","0","0"," Full Time","job","%O and %M... Starting in defence","","","366800","","331100","","Midfielder","30","0","0","0","0.43","0.40","0.91","358000","","","2","0","3","85",86,"42","0"
"223",1020339,"Angus","Sheldrick","SY","0","14",8,"19","12","18","2","2","1","1","0","0","1","0","0"," Full Time","tog","Didn't play in the first half... %P","pocket","Rotating in attack","191800","","165700","","Midfielder","29","0","0","0","6.75","1.25","11.14","200000","","","2","0","2","75",25,"22","0"
"224",1017757,"William","Edwards","SY","1","11",4,"15","7","10","0","1","0","2","1","0","0","0","0"," Full Time","tog","Didn't play in Q1... %T","job","In defence","158400","","102400","","","28","0","0","0","0.78","1.05","0.11","200000","","","0","0","1","100",26,"3","0"
"225",295518,"Sam","Docherty","CA","31","143",154,"90","111","147","24","10","11","4","0","2","0","0","0"," Full Time","hot","%D including %K... also %M and %T","guard","Starting at half back","1001100","","603600","","Back","15","0","0","0","28.14","15.10","24.96","977000","","","8","4","1","85",87,"716","0"
"226",294036,"George","Hewett","CA","50","126",129,"121","94","132","12","14","5","13","0","4","3","0","0"," Full Time","hot","%D and %M with %T... helped out by %4FF... conceded %F","shovel","Playing inside midfield","892700","","613300","","Forward","29","0","0","0","0.19","0.50","0.65","870000","","","18","8","6","65",76,"234","0"
"227",1001398,"Matthew","Kennedy","CA","27","106",90,"70","78","108","18","5","4","7","0","2","2","1","0"," Full Time","hot","%s from %D and %M with %T","shovel","Playing in midfield","851200","","532400","","Forward","7","0","0","0","0.08","0.19","0.28","831000","","","7","2","5","60",80,"561","0"
"228",1001028,"Jack","Silvagni","CA","20","81",80,"60","70","91","11","6","6","3","5","2","3","1","2"," Full Time","utility","%s from %O and %M plus %T... gave away %F... Rotating from midfield to attack","","","630300","","419200","","Forward","1","0","0","0","0.16","0.20","0.21","615000","","","8","0","4","64",84,"230","0"
"229",296294,"Blake","Acres","CA","16","80",94,"55","66","90","12","8","5","3","0","1","2","1","0"," Full Time","wing","%P and %M plus %T... %s as well... Roaming on a wing","","","774200","","456100","","Midfielder","13","0","0","0","0.93","0.59","0.39","755000","","","8","0","4","80",81,"348","0"
"230",996731,"Charlie","Curnow","CA","19","80",62,"49","67","80","13","2","6","1","0","4","1","2","2"," Full Time","spearhead","%s from %D and %M... aided by %4FF... Starting at CHF","","","695300","","474200","","Forward","30","0","0","0","1.94","2.33","2.36","678000","","","6","0","4","60",86,"277","1"
"231",1016268,"Alex","Cincotta","CA","19","73",70,"67","54","75","7","9","3","6","0","1","0","0","0"," Full Time","guard","%D and %M with %T... Rotating in defence","","","","","","","Back","40","0","0","0","0.00","0.00","0.00","","","","6","1","0","87",80,"311","0"
"232",1002239,"Adam","Cerra","CA","8","70",89,"31","51","78","15","8","0","3","0","0","1","0","0"," Full Time","shovel","%D and %T... Starting in midfield","","","799400","","504400","","Midfielder","5","0","0","0","2.76","0.98","2.93","780000","","","12","5","2","69",79,"426","1"
"233",1023495,"Oliver","Hollands","CA","12","68",59,"34","54","72","14","3","6","1","0","1","1","0","0"," Full Time","wing","%D with %k by foot... also %M... Rotating on a wing","","","241400","","162300","","","14","0","0","0","2.48","4.66","2.89","280000","","","3","0","3","76",84,"440","0"
"234",997316,"Lewis","Young","CA","8","61",72,"34","50","69","11","7","4","1","0","1","1","0","0"," Full Time","job","%M and %D... In defence","","","508400","","441300","","Back","33","0","0","0","0.04","0.15","0.27","496000","","","9","0","4","77",93,"88","0"
"235",270146,"Ed","Curnow","CA","9","58",50,"44","46","60","8","4","6","2","0","0","0","0","0"," Full Time","wing","%P and %M plus %T... Playing forward with midfield rotations","","","646400","","379400","","Midfielder","35","0","0","0","0.58","0.44","0.52","552000","","","3","0","1","83",81,"69","0"
"236",993832,"Jacob","Weitering","CA","4","56",116,"27","42","54","12","0","5","1","0","1","0","0","0"," Full Time","job","%O including %B... also %M... At CHB","","","494800","","378100","","Back","23","0","0","0","0.27","0.79","0.82","483000","","","5","1","1","83",73,"215","0"
"237",999827,"Zac","Fisher","CA","10","51",55,"34","43","57","8","4","3","2","0","2","2","1","0"," Full Time","wing","%O and %M plus %T... %s as well... Starting at half forward","","","637900","","404900","","Midfielder","25","0","0","0","0.04","0.23","0.22","622000","","","9","1","3","41",85,"205","0"
"238",1002256,"Paddy","Dow","CA","7","49",61,"36","41","57","6","9","3","1","0","0","0","0","0"," Full Time","shovel","%D and %M... Rotating in midfield","","","406700","","251100","","Midfielder","2","0","0","0","0.39","0.58","0.96","377000","","","3","0","1","80",64,"92","1"
"239",295461,"Adam","Saad","CA","7","48",65,"30","36","54","8","7","0","3","0","1","1","0","0"," Full Time","guard","%O and %T... Running from defence","","","743500","","567900","","Back","42","0","0","0","0.70","2.18","1.41","725000","","","6","1","1","80",81,"158","0"
"240",1021353,"Lachie","Cowan","CA","8","47",57,"41","34","46","5","5","1","4","0","2","0","0","1"," Full Time","guard","%P and %T plus %s... Rotating in defence","","","181400","","117300","","","26","0","0","0","3.96","4.82","4.80","242000","","","4","0","1","90",72,"163","0"
"241",298290,"Marc","Pittonet","CA","9","45",65,"37","46","60","3","9","1","0","21","0","2","0","0"," Full Time","ruck","%H with %P... Splitting ruck time with De Koning","","","472100","","386100","","Ruck","27","0","0","0","0.97","0.97","0.50","583000","","","9","6","4","75",58,"72","0"
"242",1013973,"Matthew","Owies","CA","3","44",47,"35","32","41","6","1","3","3","0","1","0","0","2"," Full Time","pocket","%s from %O and %M plus %T... Rotating forward","","","481700","","313200","","Forward","44","0","0","0","0.04","0.04","0.06","470000","","","2","0","0","71",50,"179","0"
"243",1004912,"Tom","De Koning","CA","9","35",50,"30","39","53","4","3","3","2","17","1","6","0","0"," Full Time","ruck","%P and %M plus %T... gave away %F... Splitting ruck time with Pittonet","","","565200","","412100","","Forward","12","0","0","0","1.32","1.18","1.68","552000","","","6","1","7","71",77,"201","0"
"244",1017700,"Jesse","Motlop","CA","8","30",27,"20","27","40","5","3","1","2","0","0","3","1","1"," Full Time","pocket","%s from %D and %T... gave away %F... Starting deep forward","","","363100","","242700","","Forward","3","0","0","0","0.35","0.71","0.77","354000","","","6","0","5","37",85,"131","0"
"245",294624,"Lachie","Plowman","CA","3","30",37,"22","28","39","4","6","2","1","0","2","2","0","0"," Full Time","job","%M and %P... Third tall defender","","","416400","","314900","","Back","20","0","0","0","0.00","0.07","0.08","406000","","","6","1","3","60",91,"31","0"
"246",1002938,"Josh","Honey","CA","2","19",5,"19","15","21","2","1","2","2","0","0","1","0","0"," Full Time","pocket","%D and %M with %T... Playing a forward role","","","245100","","177300","","Midfielder","36","0","0","0","0.16","0.13","0.03","358000","","","0","0","2","66",43,"36","0"
"247",297767,"Sam","Durdin","CA","3","19",24,"11","21","30","4","2","4","0","0","0","3","0","0"," Full Time","tog","Didn't play in the first three quarters... %P and %M... gave away %F","job","Starting in defence","179700","","188300","","Forward","38","0","0","0","2.41","0.53","1.75","213000","","","1","0","3","100",23,"155","0"
"248",1002259,"Lochie","O'Brien","CA","1","17",20,"6","13","18","4","1","1","0","0","0","0","0","0"," Full Time","wing","%K among %P... Playing an outside game","","","639300","","354400","","Back","4","0","0","0","0.12","0.13","0.06","623000","","","2","0","1","60",68,"68","1"
"249",1013233,"Jack","Carroll","CA","1","14",16,"7","11","18","3","2","0","1","0","0","1","0","0"," Full Time","tog","Didn't play in the first three quarters... %D","wing","Rotating in midfield","382000","","207000","","Midfielder","16","0","0","0","0.47","0.24","0.14","396000","","","1","0","1","100",18,"105","0"
"250",240283,"Shannon","Hurn","WC","36","120",97,"163","94","126","20","5","11","6","0","2","3","0","0"," Full Time","hot","%P including %K... also %M and %T... conceded %F","guard","Floating at half back","848600","","577800","","Back","25","0","0","0","0.23","0.24","0.30","828000","","","5","0","6","80",79,"313","0"
"251",294859,"Jeremy","McGovern","WC","26","113",144,"146","92","117","17","8","12","2","0","2","0","0","0"," Full Time","hot","%D and %M with %T","job","Standing Walker","628200","","483400","","Back","20","0","0","0","0.39","0.74","0.51","613000","","","8","0","1","84",87,"470","1"
"252",298268,"Liam","Duggan","WC","26","108",86,"141","89","117","17","8","12","2","0","0","1","0","0"," Full Time","hot","%D and %M with %T","guard","Coming off a HBF","758500","","435200","","Midfielder","14","0","0","0","0.58","0.14","0.81","740000","","","5","1","4","80",82,"263","1"
"253",292128,"Elliot","Yeo","WC","20","89",78,"114","73","97","12","8","7","3","0","0","1","1","1"," Full Time","shovel","%D and %M with %T... %s as well... Running in midfield","","","469000","","337000","","Midfielder","6","0","0","0","44.22","37.61","27.57","625000","","","6","1","4","70",67,"277","0"
"254",280078,"Luke","Shuey","WC","20","88",81,"117","71","96","13","7","8","4","0","1","2","0","0"," Full Time","tog","Missed Q4... %P and %M plus %T","guard","Starting at half back","772700","","472800","","Midfielder","13","0","0","0","0.19","0.18","0.14","754000","","","8","5","5","70",54,"300","0"
"255",296296,"Dom","Sheed","WC","10","78",73,"98","63","87","9","12","5","3","0","0","0","0","0"," Full Time","shovel","%O and %M plus %T... Playing midfield","","","571900","","332000","","Midfielder","4","0","0","0","21.78","7.67","23.13","591000","","","5","5","1","76",75,"301","0"
"256",993820,"Tom","Cole","WC","13","77",68,"103","60","78","13","3","7","3","0","2","1","0","0"," Full Time","guard","%D including %K... also %M and %T... Rotating in defence","","","306500","","182300","","Back","28","0","0","0","0.47","0.68","0.47","349000","","","4","0","2","81",88,"150","0"
"257",1023025,"Reuben","Ginbey","WC","12","68",99,"87","50","69","8","9","1","5","0","3","0","0","0"," Full Time","guard","%O and %T... umps paid him %4FF... Rotating in defence","","","253400","","171300","","","7","0","0","0","47.67","39.61","43.45","284000","","","10","6","1","88",56,"271","0"
"258",990290,"Tom","Barrass","WC","12","67",88,"88","52","66","13","2","6","1","0","2","0","0","0"," Full Time","job","%O with %k by foot... also %M... In defence on Fogarty","","","615900","","510900","","Back","37","0","0","0","0.19","0.29","0.81","600000","","","4","0","0","93",89,"227","0"
"259",1011243,"Callum","Jamieson","WC","13","65",82,"77","56","75","5","10","1","3","18","0","1","0","0"," Full Time","ruck","%H... also %P and %T... In ruck","","","365100","","251400","","Ruck","40","0","0","0","0.23","0.23","0.65","345000","","","6","1","2","73",79,"195","1"
"260",994385,"Jayden","Hunt","WC","13","61",79,"78","57","75","8","8","9","0","0","0","2","0","0"," Full Time","wing","%M and %O... Starting at half forward","","","388700","","285600","","Back","5","0","0","0","1.94","1.65","5.53","379000","","","6","0","3","87",88,"253","0"
"261",295898,"Tim","Kelly","WC","9","60",73,"77","49","69","7","9","4","3","0","0","1","0","0"," Full Time","shovel","%P and %M plus %T... Playing midfield","","","762600","","476100","","Midfielder","11","0","0","0","1.20","1.01","0.91","744000","","","8","5","1","93",79,"203","0"
"262",1008282,"Xavier","O'Neill","WC","9","56",47,"74","42","60","8","6","2","4","0","1","1","0","0"," Full Time","tagger","%D and %M with %T... Tagging Laird","","","539700","","333800","","Midfielder","24","0","0","0","0.12","0.06","0.07","527000","","","2","2","3","78",80,"157","0"
"263",290826,"Jamie","Cripps","WC","10","54",43,"67","46","59","8","3","3","1","0","0","1","2","2"," Full Time","wing","%s from %D and %M... Starting at half forward","","","663200","","398400","","Forward","15","0","0","0","0.16","0.11","0.17","647000","","","4","1","4","45",83,"279","1"
"264",1006550,"Jack","Petruccelle","WC","9","51",51,"67","40","51","7","2","3","3","0","2","1","1","0"," Full Time","wing","%D with %k by foot... also %M and %T... and kicked %s... Starting at half forward","","","500400","","290400","","Midfielder","21","0","0","0","0.08","0.04","0.08","459000","","","5","0","2","77",61,"216","0"
"265",996554,"Jake","Waterman","WC","5","50",60,"68","42","58","8","3","4","3","3","1","3","0","1"," Full Time","wing","%s from %O and %M plus %T... not helped by %F... Starting forward","","","495900","","310900","","Forward","2","0","0","0","0.08","0.08","0.12","483000","","","9","3","4","63",82,"250","0"
"266",1004364,"Liam","Ryan","WC","10","48",60,"62","38","48","8","2","2","2","0","3","1","1","0"," Full Time","pocket","%s from %P and %M plus %T... umps paid him %4FF... Starting deep forward","","","534500","","295700","","Forward","1","0","0","0","0.19","0.23","0.25","522000","","","6","2","1","80",84,"247","0"
"267",1004385,"Oscar","Allen","WC","9","48",52,"60","41","48","7","1","5","0","0","1","0","1","3"," Full Time","spearhead","Booted %s from %G and %P... Starting forward on Butts","","","314300","","210200","","Forward","12","0","0","0","12.42","17.90","6.38","358000","","","4","0","0","50",88,"194","0"
"268",290801,"Andrew","Gaff","WC","3","43",37,"52","37","51","6","8","3","0","0","0","0","0","0"," Full Time","wing","%O and %M... Running off a wing","","","737000","","463900","","Midfielder","3","0","0","0","0.35","0.23","0.51","719000","","","3","0","1","64",87,"110","0"
"269",1017057,"Campbell","Chesser","WC","3","35",34,"48","28","40","7","2","2","2","0","1","2","0","1"," Full Time","wing","%D including %K... also %M and %T... and scored %s... Rotating on a wing","","","191800","","123900","","Midfielder","18","0","0","0","51.13","46.79","49.36","200000","","","5","2","3","66",61,"133","0"
"270",998791,"Jamaine","Jones","WC","3","35",50,"43","30","45","3","9","1","2","0","0","1","0","0"," Full Time","wing","%D with %b by hand... also %T... Playing outside midfield","","","580000","","352700","","Forward","31","0","0","0","0.16","0.10","0.18","566000","","","6","1","2","83",80,"48","0"
"271",990978,"Greg","Clark","WC","3","33",23,"42","27","36","2","5","3","2","0","0","0","0","0"," Full Time","tog","Missed the first half... %D with %b by hand... also %M and %T","shovel","Rotating in midfield","439800","","249600","","Midfielder","39","0","0","0","0.19","0.35","0.58","416000","","","2","0","0","85",37,"37","0"
"272",997823,"Josh","Rotham","WC","9","33",36,"44","29","37","4","1","3","2","1","1","2","1","0"," Full Time","spearhead","%O including %K... also %M and %T... and scored %s... In attack on Murray","","","477600","","272300","","Back","35","0","0","0","0.08","0.05","0.05","466000","","","4","1","3","60",68,"102","0"
"273",998128,"Alex","Witherden","WC","2","33",16,"44","24","33","7","1","2","1","0","0","0","0","0"," Full Time","tog","Missed the first half... %P with %k by foot... also %M","guard","Coming off a HBF","865400","","552400","","Back","23","0","0","0","0.43","0.23","0.32","844000","","","0","0","2","62",35,"153","0"
"274",1020670,"Elijah","Hewett","WC","0","5",2,"6","4","6","1","1","0","0","0","0","0","0","0"," Full Time","tog","Missed the first half... %P","shovel","Rotating in midfield","223400","","148800","","","8","0","0","0","8.04","4.68","6.43","274000","","","2","1","2","50",31,"6","0"
"275",293222,"Rory","Laird","AD","58","138",151,"126","108","150","12","20","4","10","0","1","1","2","0"," Full Time","hot","Tagged by O'Neill... %O and %M plus %T... %s as well","shovel","Playing central midfield","1092500","","703900","","Back","29","0","0","0","17.47","10.47","15.01","1066000","","","13","9","2","87",73,"166","0"
"276",993946,"Ben","Keays","AD","31","112",95,"91","92","112","12","6","7","4","0","2","0","4","1"," Full Time","hot","%s from %P and %M plus %T","wing","Mostly starting forward","883000","","548600","","Forward","2","0","0","0","1.28","1.11","1.01","862000","","","4","1","1","66",81,"234","0"
"277",1004863,"Mitchell","Hinge","AD","20","103",113,"68","81","111","18","5","9","5","0","1","3","0","0"," Full Time","hot","%O with %k by foot... also %M and %T... gave away %F","guard","Rotating in defence","551600","","371800","","","20","0","0","0","0.93","0.45","0.27","538000","","","7","2","4","73",84,"582","0"
"278",297523,"Reilly","O'Brien","AD","27","100",103,"102","91","110","3","14","5","3","35","1","0","0","0"," Full Time","hot","%H... also %P and %T","ruck","First ruck","847000","","560500","","Ruck","43","0","0","0","3.73","2.11","3.51","826000","","","7","0","1","64",80,"103","0"
"279",992242,"Jordan","Dawson","AD","24","99",105,"40","80","108","23","3","10","0","0","0","2","0","0"," Full Time","wing","%O with %k by foot... also %M... Playing an outside game","","","914800","","603100","","Midfielder","12","0","0","0","22.48","21.02","22.00","893000","","","2","0","2","88",88,"551","0"
"280",999331,"Darcy","Fogarty","AD","26","96",136,"77","86","107","10","8","7","2","0","1","2","4","2"," Full Time","spearhead","Three goals in Q1... %P and %M plus %T... %s as well... Starting forward on Barrass","","","513200","","373400","","Back","32","0","0","0","0.27","0.48","0.65","500000","","","10","0","2","88",84,"280","1"
"281",280506,"Taylor","Walker","AD","30","92",88,"60","80","96","14","1","10","0","3","0","1","3","0"," Full Time","vulture","First goal plus two very late ones... Kicked %s from %G and %O","spearhead","In attack on McGovern","699500","","499200","","Forward","13","0","0","0","0.85","0.49","0.58","683000","","","3","0","3","66",85,"364","0"
"282",1012807,"Sam","Berry","AD","15","79",86,"50","65","85","12","7","3","2","0","2","1","2","1"," Full Time","shovel","%s from %O and %M plus %T... Rotating through midfield","","","765600","","478700","","Forward","21","0","0","0","1.24","0.65","1.10","746000","","","11","4","2","52",69,"404","1"
"283",291748,"Brodie","Smith","AD","13","78",83,"41","63","87","15","7","6","1","0","0","1","0","0"," Full Time","guard","%M and %P... Playing a half back role","","","705500","","450200","","Back","33","0","0","0","0.62","0.34","0.29","688000","","","6","1","2","77",81,"464","0"
"284",1008543,"Harry","Schoenberg","AD","13","73",71,"58","60","81","9","9","6","3","0","1","1","0","0"," Full Time","shovel","%O and %M plus %T... Rotating midfield and forward","","","564500","","322800","","Midfielder","26","0","0","0","0.35","0.30","0.24","551000","","","6","1","4","72",78,"393","0"
"285",1008230,"Nicholas","Murray","AD","10","71",62,"56","58","72","9","5","8","2","0","2","0","0","0"," Full Time","job","%O and %M plus %T... In defence on Rotham","","","304700","","257000","","","28","0","0","0","0.50","0.27","0.42","298000","","","5","0","1","78",85,"223","0"
"286",1005199,"Elliott","Himmelberg","AD","6","65",47,"46","54","68","9","5","4","2","6","3","1","0","2"," Full Time","spearhead","%P and %M plus %T... %s as well... helped out by %4FF... Starting forward","","","456400","","338400","","Back","34","0","0","0","0.19","0.11","0.07","445000","","","7","3","3","50",81,"180","0"
"287",1013153,"Patrick","Parnell","AD","10","61",47,"50","45","60","8","3","5","4","0","0","0","0","0"," Full Time","guard","%D including %K... also %M and %T... Rotating in defence","","","434100","","248300","","Back","37","0","0","0","0.31","0.23","0.20","423000","","","1","0","1","81",85,"166","0"
"288",1001195,"Izak","Rankine","AD","21","59",71,"58","48","69","5","8","2","6","0","1","3","1","0"," Full Time","yinyang","Anonymous first half but a huge Q3... %O and %M plus %T... %s as well... conceded %F","pocket","Starting forward","536600","","386000","","Midfielder","22","0","0","0","1.59","1.73","2.05","523000","","","9","2","4","76",92,"116","0"
"289",1017109,"Jake","Soligo","AD","8","57",76,"48","45","63","6","9","3","3","0","0","0","0","0"," Full Time","pocket","%O and %M plus %T... Starting forward","","","526500","","347900","","Forward","14","0","0","0","0.43","0.41","0.68","514000","","","9","5","1","73",68,"195","0"
"290",270963,"Rory","Sloane","AD","7","57",69,"35","44","63","9","9","1","2","0","1","0","0","0"," Full Time","wing","%D and %T... Coming off a wing","","","569900","","413800","","Midfielder","9","0","0","0","2.64","1.95","1.05","622000","","","9","1","1","83",82,"181","0"
"291",1017051,"Josh","Rachele","AD","9","53",67,"39","39","51","8","3","2","4","0","4","1","0","0"," Full Time","wing","%P including %K... also %T and %M... umps paid him %4FF... Playing a half forward role","","","472800","","287100","","Forward","8","0","0","0","0.82","1.11","1.45","461000","","","5","2","1","81",80,"284","0"
"292",1000932,"Tom","Doedee","AD","4","46",41,"27","38","48","8","3","5","0","0","1","0","0","0"," Full Time","guard","%P with %k by foot... also %M... Starting at half back","","","536500","","422300","","Back","39","0","0","0","0.54","0.36","0.47","523000","","","3","0","2","81",88,"149","1"
"293",1012218,"Luke","Pedlar","AD","8","42",56,"27","34","43","6","4","1","1","0","2","0","1","1"," Full Time","wing","%s from %P... Rotating in attack","","","191800","","173400","","Forward","10","0","0","0","23.06","2.52","17.46","213000","","","4","1","0","70",55,"230","1"
"294",1004995,"Jordon","Butts","AD","4","38",58,"16","33","45","9","1","5","0","0","0","2","0","0"," Full Time","job","%O including %K... also %M... At FB on Allen","","","327800","","280500","","Back","41","0","0","0","0.97","0.44","0.49","320000","","","5","0","2","90",87,"201","0"
"295",298470,"Shane","McAdam","AD","3","37",39,"28","29","42","6","2","3","3","0","0","2","0","0"," Full Time","wing","%O with %k by foot... also %M and %T... Rotating forward","","","547100","","342500","","Forward","23","0","0","0","0.39","0.12","0.09","534000","","","3","0","3","87",77,"162","0"
"296",1015370,"Max","Michalanney","AD","3","33",38,"28","27","36","4","3","3","2","0","1","1","0","0"," Full Time","guard","%P and %M plus %T... Rotating in defence","","","205400","","135300","","","16","0","0","0","2.95","2.40","2.91","268000","","","2","1","1","85",79,"101","0"
